profile_id,counter_id,direction,display_name,file,lat,lon,data_points
Z001_auswärts,Z001,auswärts,Z001 - Seestrasse (Strandbad Wollishofen) (auswärts),data/prepared/profiles/Z001_auswärts.csv,47.34105853042039,8.537068036893146,1326
Z001_einwärts,Z001,einwärts,Z001 - Seestrasse (Strandbad Wollishofen) (einwärts),data/prepared/profiles/Z001_einwärts.csv,47.34107106679844,8.537111833404706,1326
Z002_auswärts,Z002,auswärts,Z002 - Albisstrasse (Widmerstrasse) (auswärts),data/prepared/profiles/Z002_auswärts.csv,47.33416670595236,8.529921464289464,1440
Z002_einwärts,Z002,einwärts,Z002 - Albisstrasse (Widmerstrasse) (einwärts),data/prepared/profiles/Z002_einwärts.csv,47.334165346180285,8.52997965640755,1440
Z003_auswärts,Z003,auswärts,Z003 - Sood-/Leimbachstrasse (auswärts),data/prepared/profiles/Z003_auswärts.csv,47.33254743168517,8.517891174463774,1440
Z003_einwärts,Z003,einwärts,Z003 - Sood-/Leimbachstrasse (einwärts),data/prepared/profiles/Z003_einwärts.csv,47.33291231033498,8.518349352547869,1440
Z004_auswärts,Z004,auswärts,Z004 - Birmensdorferstrasse (Triemli) (auswärts),data/prepared/profiles/Z004_auswärts.csv,47.36779007207364,8.494623260545984,1440
Z004_einwärts,Z004,einwärts,Z004 - Birmensdorferstrasse (Triemli) (einwärts),data/prepared/profiles/Z004_einwärts.csv,47.36768408027976,8.494744558294375,1440
Z005_auswärts,Z005,auswärts,Z005 - Albisriederstrasse (Lyrenweg) (auswärts),data/prepared/profiles/Z005_auswärts.csv,47.374503607417246,8.482991115336937,1440
Z005_einwärts,Z005,einwärts,Z005 - Albisriederstrasse (Lyrenweg) (einwärts),data/prepared/profiles/Z005_einwärts.csv,47.37445205165537,8.482962827328818,1440
Z006_auswärts,Z006,auswärts,Z006 - Badenerstrasse (Hermetschloobrücke) (auswärts),data/prepared/profiles/Z006_auswärts.csv,47.39399578587541,8.472110139179229,1440
Z006_einwärts,Z006,einwärts,Z006 - Badenerstrasse (Hermetschloobrücke) (einwärts),data/prepared/profiles/Z006_einwärts.csv,47.39393224447725,8.472023731621112,1440
